0 0 0
1 35 8192
2 278 8192
3 291 8192
4 320 8192
5 1077 8192
6 1086 8192
7 1112 8192
8 1438 8192
9 1449 8192
10 1668 8192
11 1684 8192
12 1714 8192
13 1761 8192
14 2373 8192
15 2576 8192
16 2588 8192
17 2620 8192
18 3366 8192
19 3354 8192
20 3364 8192
21 3430 8192
22 3211 8192
23 3824 8192
24 3842 8192
25 4112 8192
26 4355 8192
27 4487 8192
28 4615 8192
29 5600 8192
30 5907 8192
31 5945 8192
32 6392 8192
33 6411 8192
34 6364 8192
35 6473 8192
36 6732 8192
37 6473 8192
38 6457 8192
39 6465 8192
40 6526 8192
41 5780 8192
42 5454 8192
43 6332 8192
44 6503 8192
45 6682 8192
46 6938 8192
47 6950 8192
48 6193 8192
49 6567 8192
50 6691 8192
51 6679 8192
52 6547 8192
53 6580 8192
54 6545 8192
55 7092 16384
56 7104 16384
57 6848 16384
58 7618 16384
59 7605 16384
60 7692 16384
61 7835 16384
62 8132 16384
63 8414 16384
64 8867 16384
65 9093 16384
66 8786 16384
67 8796 16384
68 8843 16384
69 8866 16384
70 8876 16384
71 9812 16384
72 9839 16384
73 9807 16384
74 9720 16384
75 10278 16384
76 10255 16384
77 10229 16384
78 10360 16384
79 10996 16384
80 11150 16384
81 10853 16384
82 10864 16384
83 10826 16384
84 10583 16384
85 10598 16384
86 10587 16384
87 10651 16384
88 10425 16384
89 10410 16384
90 10493 16384
91 10552 16384
92 10533 16384
93 10866 16384
94 10839 16384
95 11023 16384
96 11340 16384
97 10727 16384
98 10934 16384
99 9998 16384
100 9968 16384
101 10315 16384
102 10108 16384
103 10129 16384
104 10205 16384
105 10298 16384
106 10286 16384
107 9833 16384
108 9823 16384
109 9757 16384
110 9573 16384
111 9526 16384
112 9515 16384
113 9497 16384
114 9123 16384
115 9113 16384
116 9020 16384
117 9011 16384
118 8241 16384
119 8388 16384
120 8241 16384
121 7694 16384
122 8524 16384
123 7912 16384
124 7758 16384
125 7776 16384
126 7766 16384
127 6781 16384
128 5951 16384
129 6021 16384
130 5850 16384
131 5707 16384
132 5149 16384
133 5088 16384
134 5099 16384
135 5130 16384
136 5159 16384
137 5577 16384
138 5590 16384
139 5257 16384
140 5523 16384
141 5582 16384
142 5339 16384
143 5418 16384
144 5387 16384
145 4751 16384
146 4687 16384
147 4563 16384
148 4603 16384
149 4475 16384
150 4442 16384
151 4575 16384
152 4546 16384
153 4648 16384
154 4378 16384
155 4061 8192
156 3952 8192
157 3961 8192
158 3940 8192
159 3932 8192
160 3944 8192
161 3597 8192
162 3527 8192
163 3468 8192
164 3486 8192
165 3457 8192
166 3039 8192
167 3070 8192
168 2192 8192
169 2061 8192
170 2021 8192
171 2003 8192
172 2588 8192
173 2512 8192
174 2879 8192
175 2796 8192
176 2737 8192
177 2706 8192
178 2693 8192
179 3191 8192
180 3313 8192
181 3234 8192
182 3222 8192
183 2855 8192
184 2753 8192
185 2255 8192
186 2408 8192
187 2229 8192
188 1947 8192
189 1936 8192
190 1814 8192
191 2714 16384
192 2705 16384
193 1805 8192
194 1787 8192
195 1584 8192
196 1137 8192
197 552 8192
198 286 8192
199 133 8192
200 0 0
